ump,zona_u_r,region_3,elec_pres_urna_30,elec_pres_urna_31,elec_pres_urna_32,elec_pres_urna_33,bienestar_2,bienestar_3,percepcion_2,percepcion_3,percepcion_5,percepcion_6,percepcion_38,percepcion_4,eval_gob_1,iden_pol_2,eval_act_pol_1_fh,eval_act_pol_1_ae,eval_act_pol_1_el,eval_act_pol_1_dv,eval_act_pol_1_em,eval_act_pol_1_hb,eval_act_pol_1_ft,eval_act_pol_1_gq,eval_act_pol_1_gw,eval_act_pol_1_hd,eval_act_pol_1_x,eval_act_pol_1_gt,eval_act_pol_1_fa,eval_act_pol_1_hc,eval_act_pol_1_gx,confianza_6_a,confianza_6_b,confianza_6_c,confianza_6_j,confianza_6_d,confianza_6_e,confianza_6_f,confianza_6_n,confianza_6_x,confianza_6_g,confianza_6_h,confianza_6_i,confianza_6_k,confianza_6_s,confianza_6_o,confianza_6_p,confianza_6_r,confianza_6_m,confianza_6_ab,confianza_6_ac,democracia_38,pobreza_63,pobreza_62,religion_14,religion_64,democracia_21,democracia_37_a,democracia_37_b,democracia_37_c,democracia_37_d,pp_congreso_61_b,polarizacion_1_a,polarizacion_1_b,polarizacion_6_a,polarizacion_6_b,polarizacion_6_c,polarizacion_6_d,polarizacion_6_e,confianza_17,interes_pol_1_b,interes_pol_2_a,interes_pol_2_b,interes_pol_2_c,interes_pol_2_d,interes_pol_2_e,interes_pol_2_f,iden_pol_3,iden_pol_3_a,elec_part_37,elec_pres_144_a,elec_pres_144_b2,elec_pres_125,elec_part_4,elec_pres_1_responde,elec_pres_2_responde,elec_pres_148,elec_pres_149_a,elec_pres_149_b,elec_pres_149_c,elec_pres_149_d,elec_pres_149_e,elec_pres_149_f,elec_pres_149_g,elec_pres_149_h,elec_pres_150_a,elec_pres_150_b,elec_pres_150_c,elec_pres_151_a,elec_pres_151_b,elec_pres_151_c,elec_pres_151_d,elec_pres_151_e,elec_pres_151_f,elec_pres_151_g,elec_pres_151_h,elec_pres_152_a,elec_pres_152_b,elec_pres_152_c,elec_pres_152_d,elec_pres_152_e,elec_pres_152_f,elec_pres_153_a,elec_pres_153_b,elec_pres_153_c,elec_pres_153_d,elec_pres_153_e,elec_pres_153_f,elec_pres_153_g,elec_pres_153_h,elec_pres_145_a,elec_pres_145_b,democracia_12,anomia_4_a,bienestar_19_c,bienestar_19_d,bienestar_19_e,rol_gobierno_16,ciudadania_16,ciudadania_34,sexo,edad,nac_dia,nac_mes,nac_ano,info_enc_59_2_otro,info_enc_58,info_enc_30_b,info_enc_30_b_otro,mtf_60_aux,mtf_60,info_enc_50_a_aux,info_enc_50_a,estado_civil_g,educacion_104_a,info_enc_61,info_enc_57,info_hogar_28_c,info_enc_12_c,info_enc_12_c_otro,info_enc_35,info_enc_20_c,info_hogar_3_c,gse,pond,encuesta,encuesta_a,encuesta_m,id_bu_encuesta,id_bu,percepcion_1_a,percepcion_1_b,percepcion_1_c,democracia_20,elec_pres_147,elec_parla_36_a,elec_parla_36_b,elec_parla_36_c,elec_parla_36_d,elec_parla_36_e,elec_parla_36_f,esc_nivel_1_c,info_enc_59_2,estrato,secu
130,1,10,3,1,5,1,5,3,3,2,4,3,2,1,1,5,3,1,4,1,6,6,6,6,6,6,3,5,6,6,6,4,3,4,3,3,4,3,3,4,3,3,3,4,4,3,3,2,3,3,3,5,10,6,2,2,1,2,2,3,2,1,5,10,5,2,-8,2,4,3,3,3,2,3,3,2,2,7,,1,1,,1,1,1,8,3,3,3,1,-8,3,3,3,3,1,3,1,-8,-8,0,-8,-8,-8,-8,-8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,2,3,3,3,2,2,3,1,78,7,9,1948,,2,,,1,5,1,3,2,2,2,1,,7,,3,2,2,4,0.42558402565885,95,2025,9,604,604-95,1,3,10,3,1,1,-8,-8,2,2,1,2,1,16,95130
130,1,10,7,1,3,1,7,5,1,2,4,3,2,1,1,1,1,2,4,2,3,4,2,6,6,1,2,4,3,6,6,4,3,4,4,4,4,4,4,2,3,3,1,3,4,4,3,3,3,3,3,5,5,7,2,2,1,1,1,4,1,2,0,5,7,0,0,0,0,2,1,2,2,1,2,2,2,15,15,1,1,,1,1,1,1,3,2,3,2,3,3,3,2,3,1,3,1,0,5,1,9,10,10,4,6,3,3,3,3,3,3,1,7,3,3,3,3,3,3,9,5,3,1,4,4,4,3,2,6,2,50,19,3,1975,,1,11,,1,2,1,1,8,4,2,1,,1,,1,3,3,2,0.201624120685894,95,2025,9,605,605-95,9,13,5,2,1,2,1,2,2,2,2,6,1,16,95130
11,1,2,10,1,1,1,10,5,4,1,3,3,3,2,1,5,4,1,2,2,6,6,6,6,6,1,4,3,6,6,6,2,1,2,3,3,3,3,3,3,1,3,3,1,2,3,3,1,1,3,3,5,10,8,3,2,1,1,1,4,1,1,5,5,6,0,0,0,6,3,3,2,2,2,2,2,3,15,15,2,,1,2,1,1,1,2,3,2,2,3,3,3,3,2,1,2,1,0,5,3,10,10,10,7,7,2,3,3,8,2,8,9,9,2,2,9,9,3,9,1,4,2,1,3,1,1,5,4,1,2,18,24,7,2007,,2,,,1,0,,,8,8,1,2,8,1,,1,-8,-8,3,1.84012380825228,95,2025,9,606,606-95,5,10,17,4,4,2,1,1,1,1,1,4,1,2,95011
296,1,12,5,2,1,2,10,7,3,1,4,2,4,2,2,7,3,3,3,4,6,6,6,6,6,6,3,2,4,6,6,1,3,1,2,3,2,3,3,3,2,1,2,2,2,2,2,1,1,2,3,9,5,6,2,3,1,1,2,3,1,1,7,4,4,7,5,6,5,1,2,3,1,2,2,2,2,18,,2,,4,1,1,1,1,5,3,3,3,3,1,2,3,2,2,1,2,4,5,3,5,9,5,5,6,5,5,5,5,6,5,5,5,5,5,6,5,5,5,6,9,3,3,4,3,3,2,3,3,2,18,28,6,2007,,2,,,1,0,,,8,7,1,2,5,4,,3,1,11,2,0.678345727520832,95,2025,9,607,607-95,3,14,9,2,4,2,2,1,1,1,2,3,1,19,95296
296,1,12,6,2,2,2,7,5,3,2,4,2,4,3,2,7,2,4,2,2,3,2,3,6,6,3,2,2,3,6,6,4,4,1,4,4,3,3,3,3,4,1,2,4,3,3,4,2,3,3,4,6,6,10,3,1,1,1,1,3,2,1,6,4,3,4,6,7,2,2,4,3,2,2,2,2,3,10,,1,2,,2,1,1,1,6,3,3,3,2,2,1,2,3,2,2,2,1,5,0,10,10,8,8,4,4,6,3,5,6,4,6,5,6,6,6,6,6,6,9,8,3,2,4,4,4,2,4,1,2,28,13,5,1997,,2,,,1,0,,,2,7,2,1,,1,,1,7,10,2,0.452230485013888,95,2025,9,608,608-95,3,14,11,3,5,2,2,1,1,1,1,10,1,19,95296
296,1,12,10,4,4,4,10,7,3,2,4,3,3,2,-8,7,3,3,6,4,6,6,6,6,6,6,6,3,6,6,6,1,3,2,3,3,1,1,2,3,1,1,1,1,3,1,2,1,1,1,3,7,6,7,2,1,1,1,2,4,2,1,7,5,5,7,5,5,5,1,3,2,2,3,3,3,3,24,,2,,2,3,1,1,1,5,3,3,3,3,2,3,3,3,2,1,2,3,5,2,7,8,3,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,6,2,6,1,2,4,4,4,2,3,3,1,19,22,6,2006,,2,,,1,0,,,8,7,1,2,5,4,,3,1,-8,2,0.773120459710937,95,2025,9,609,609-95,10,5,3,3,5,-8,-8,-8,1,1,-8,4,1,19,95296
296,1,12,9,3,3,3,9,5,4,3,4,3,4,2,2,3,3,2,4,2,2,6,4,3,6,1,1,3,2,6,6,2,3,2,4,3,3,3,1,3,2,2,3,3,3,3,4,2,1,2,4,5,8,7,2,2,1,1,1,4,3,1,3,6,6,4,0,3,0,1,4,3,2,3,2,1,2,9,,1,1,,3,1,1,1,10,3,3,2,3,3,3,3,3,3,3,1,0,4,2,10,10,9,5,9,6,3,3,5,3,5,1,5,5,5,6,6,6,3,12,13,2,4,4,4,4,1,4,1,1,63,11,11,1961,,2,,,1,3,1,0,1,7,2,1,,1,,1,11,11,1,0.388286977872301,95,2025,9,610,610-95,16,3,2,3,2,2,1,1,2,2,1,8,1,19,95296
234,1,13,5,2,1,2,7,7,3,2,4,3,3,2,2,9,2,2,2,4,6,6,6,6,6,2,6,2,6,6,6,4,1,1,3,2,4,4,3,2,2,1,4,2,1,2,1,1,2,3,2,2,4,7,1,3,1,1,1,4,2,1,4,0,0,10,0,0,-8,1,3,2,1,1,1,1,1,-8,-8,2,,2,1,2,1,1,5,-8,3,3,3,1,3,-8,3,2,1,2,-8,-8,0,2,10,7,-8,-8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,2,3,4,4,4,3,3,5,2,61,6,8,1964,,2,,,1,3,1,1,1,5,2,2,9,8,,3,3,9,2,0.517048512714016,95,2025,9,611,611-95,10,8,26,3,5,2,2,1,1,1,2,4,2,20,95234
162,1,13,8,2,2,1,5,5,2,1,3,2,5,2,2,5,1,3,2,1,3,3,3,2,4,2,4,3,3,3,6,3,3,2,4,3,2,3,2,3,4,2,3,4,2,3,3,2,2,3,4,10,10,10,2,2,2,1,1,3,1,1,5,5,6,1,4,6,6,1,3,1,2,3,1,1,3,1,,1,4,,2,1,1,1,8,3,2,2,3,3,2,3,1,2,2,1,0,4,4,10,10,6,5,5,8,8,6,8,3,6,6,2,8,2,2,8,8,8,13,9,3,3,4,3,4,3,3,4,1,50,19,11,1974,,2,,,1,1,1,1,6,6,2,1,,1,,1,6,6,3,0.377511104503186,95,2025,9,612,612-95,2,3,16,3,2,2,1,2,2,2,1,6,1,20,95162
162,1,13,8,2,1,2,7,6,2,2,3,3,3,2,2,6,3,4,2,4,3,6,3,6,6,4,4,3,3,6,6,4,3,1,3,3,3,3,2,1,3,2,3,3,4,3,3,2,1,3,3,5,6,6,3,2,2,1,2,4,2,1,6,3,4,6,6,6,7,2,3,2,2,2,1,2,2,9,,1,1,,1,1,1,1,8,3,3,3,2,2,2,2,2,2,1,2,0,3,1,10,9,7,5,5,5,8,8,5,8,5,9,5,8,5,5,8,8,8,13,9,3,5,1,3,2,4,5,3,1,44,4,7,1981,,2,,,1,2,1,1,1,5,2,1,,1,,1,4,5,3,1.98186591642918,95,2025,9,613,613-95,3,6,5,3,4,2,2,2,1,2,1,4,1,20,95162
162,1,13,9,3,3,3,1,1,4,2,3,3,2,2,-8,5,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,4,1,3,4,4,2,3,3,3,4,3,3,4,3,1,4,2,2,3,3,5,1,1,2,2,-9,1,2,1,2,1,5,5,5,5,5,5,5,3,5,3,3,3,3,3,3,15,15,1,1,,3,1,9,1,4,3,3,2,2,3,2,-9,3,1,2,1,5,5,5,5,5,5,5,5,3,3,3,3,3,3,9,-8,3,-8,3,3,9,9,2,6,3,5,4,4,4,1,3,1,1,47,1,1,1978,,2,,,1,3,1,1,8,5,2,1,,1,,1,5,6,4,1.13253331350956,95,2025,9,614,614-95,17,11,9,5,-9,2,2,2,2,2,2,4,1,20,95162
162,1,13,8,3,1,2,5,3,1,3,2,3,5,3,2,6,1,2,1,3,2,6,6,6,6,6,3,1,1,6,6,4,4,2,4,3,4,4,3,4,4,2,4,4,4,3,4,3,3,4,4,10,1,10,3,1,2,2,2,2,1,2,6,0,0,6,5,5,7,3,4,2,2,2,1,2,2,15,15,1,1,,3,1,1,1,8,3,3,3,3,2,3,3,1,3,1,2,-8,-8,0,5,10,3,-8,5,8,8,8,5,8,5,8,5,8,8,8,5,8,8,9,12,3,5,3,4,4,5,5,1,1,26,6,9,1999,,2,,,1,1,1,0,2,5,2,1,,1,,1,5,6,4,0.643993569632506,95,2025,9,615,615-95,2,3,5,5,4,2,2,2,2,1,1,6,1,20,95162
160,1,13,3,1,5,1,7,6,4,2,4,3,2,1,1,6,5,3,4,1,3,4,2,4,3,1,3,4,3,6,6,3,3,2,3,2,3,3,2,3,3,2,2,3,3,3,2,2,3,3,3,5,6,6,2,2,1,1,2,4,2,1,1,4,10,1,1,3,2,2,3,2,1,2,1,1,3,5,,1,1,,1,1,1,1,3,3,3,1,3,3,3,3,3,1,-8,1,1,4,5,10,10,9,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,4,3,3,2,2,2,3,3,3,2,66,1,1,1959,,1,5,,1,1,1,0,8,3,2,1,,1,,1,3,4,3,0.479018931166509,95,2025,9,616,616-95,1,6,9,3,2,1,1,1,2,2,1,4,1,20,95160
160,1,13,4,2,1,2,7,5,2,2,4,3,4,3,2,5,2,3,2,3,2,3,4,2,6,4,2,3,3,3,6,3,2,2,3,3,2,3,2,3,2,2,3,3,2,2,3,2,2,4,3,8,8,9,2,2,2,1,1,3,2,2,5,5,6,7,8,6,7,1,2,1,1,2,2,1,3,-8,24,1,2,,1,1,1,1,4,3,3,3,2,2,2,2,2,2,2,2,2,5,2,10,9,6,5,5,4,4,4,4,6,4,4,5,4,6,6,4,4,4,8,5,3,3,3,4,4,3,3,4,1,33,26,2,1992,,2,,,1,3,1,2,1,5,2,1,,1,,1,11,11,3,0.884588933430586,95,2025,9,617,617-95,3,10,7,2,3,2,1,1,1,1,1,8,1,20,95160
133,1,12,3,1,2,1,6,5,3,2,3,1,3,2,1,4,5,3,4,3,3,3,6,3,3,6,3,4,6,3,3,2,3,3,4,4,3,4,3,4,3,1,3,4,3,2,2,2,1,3,4,10,1,5,2,2,2,1,1,2,1,2,1,5,5,0,5,5,5,3,2,2,3,1,1,1,1,3,,1,1,,1,1,1,1,3,2,1,1,2,3,3,2,2,1,2,1,5,10,5,5,5,5,6,5,3,6,2,5,2,2,2,5,2,2,2,2,2,2,9,13,3,2,3,4,4,1,2,7,2,35,20,2,1991,,2,,,1,2,1,1,8,5,2,1,,3,,2,2,8,2,1.45797064070264,95,2025,9,618,618-95,9,11,6,3,1,1,1,1,2,2,2,3,1,19,95133
130,1,10,3,1,4,1,8,5,3,1,3,2,3,2,3,5,3,2,3,1,6,6,6,6,6,6,6,3,6,6,6,2,2,1,4,2,1,3,1,2,2,2,2,3,2,2,2,1,1,3,3,5,8,8,2,2,1,2,1,2,1,1,5,5,5,5,5,5,5,1,3,2,3,3,2,2,3,1,,1,1,,2,1,1,1,3,3,3,2,3,3,3,3,3,1,3,1,5,3,8,1,1,9,5,3,5,3,3,5,3,3,9,5,3,3,3,3,3,3,9,1,2,2,4,4,4,1,2,2,1,54,2,9,1971,,2,,,1,2,1,2,1,3,2,2,4,1,,1,6,6,2,0.359976805967944,95,2025,9,619,619-95,1,6,10,3,2,1,1,1,2,2,1,4,1,16,95130
12,1,2,8,1,2,1,6,5,3,2,4,3,3,2,2,5,3,4,4,2,6,6,6,6,6,6,5,4,6,6,6,4,4,3,4,4,3,4,3,3,4,3,4,4,3,3,4,3,3,3,3,5,10,4,2,1,1,1,1,1,1,1,1,3,5,1,1,4,6,4,5,3,3,3,2,2,3,15,15,1,1,,4,4,1,1,8,3,3,2,-8,3,2,3,1,1,2,1,-8,3,5,-8,-8,4,-8,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,3,3,1,1,1,2,4,1,2,33,13,1,1992,,2,,,1,3,1,2,5,1,2,1,,1,,1,5,6,3,0.678913466837633,95,2025,9,620,620-95,1,4,2,4,,-8,-8,-8,-8,-8,-8,7,1,2,95012
234,1,13,11,5,3,3,10,5,3,2,3,3,4,2,2,6,2,4,6,3,4,4,4,6,6,6,6,3,4,6,6,1,3,1,3,4,1,3,1,3,3,1,4,4,3,1,3,2,3,3,3,5,6,5,2,2,2,3,1,4,1,1,5,5,5,5,5,5,5,3,4,3,3,2,3,3,3,15,10,1,1,,3,1,1,1,5,3,3,3,3,2,2,3,3,2,1,2,1,1,5,1,7,6,2,1,5,-8,-8,5,-8,5,7,5,6,6,6,5,6,3,6,5,3,3,4,4,4,3,2,1,1,41,27,4,1984,,2,,,1,2,1,0,1,6,2,1,,1,,1,3,3,2,1.70745371261591,95,2025,9,621,621-95,3,14,6,5,5,1,2,2,2,1,2,5,1,20,95234
130,1,10,5,2,1,2,10,5,2,2,3,3,4,2,2,10,1,2,1,4,6,6,6,6,6,6,2,2,6,6,6,3,4,2,3,3,3,3,3,4,3,2,3,3,3,3,3,2,3,4,3,10,1,10,1,2,3,2,1,3,3,1,10,0,0,10,0,5,0,3,4,3,3,3,3,3,3,15,15,1,1,,3,1,1,1,5,3,3,3,3,1,3,3,3,3,1,2,3,3,3,3,10,3,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,2,3,5,4,4,4,4,2,1,1,44,19,5,1981,,1,5,,1,4,1,1,6,7,2,1,,1,,1,5,5,4,0.377962795765595,95,2025,9,622,622-95,3,6,7,5,-8,2,2,2,2,1,2,4,1,16,95130
12,1,2,10,1,4,1,10,7,3,1,4,1,3,2,1,-8,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-8,-8,1,-8,-8,-8,3,1,3,3,1,3,3,3,-8,3,1,1,3,3,-8,1,-8,2,2,1,1,1,4,1,1,-8,-8,-8,-8,-8,-8,-8,2,3,2,2,3,2,2,3,15,15,2,,1,3,1,8,1,-8,3,2,2,3,3,3,3,2,1,3,1,3,-8,1,9,10,9,-8,5,-8,3,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,4,-8,3,4,4,4,1,3,3,1,18,30,3,2007,,2,,,1,0,,,8,6,1,2,5,1,,1,6,6,3,1.25832946845001,95,2025,9,623,623-95,1,5,3,2,-8,-8,-8,-8,-8,2,-8,4,1,2,95012
76,1,6,5,1,1,2,7,6,3,2,3,3,4,2,2,10,2,6,6,4,6,6,6,6,6,6,6,3,6,6,6,3,3,2,3,4,-8,3,2,3,-8,2,4,-8,2,2,2,3,-8,-8,-8,7,9,10,2,2,2,3,2,4,1,2,8,3,4,6,-8,-8,-8,2,3,3,2,3,3,1,3,15,15,9,,4,2,3,1,8,5,-8,-8,-8,2,-8,-8,-8,-8,3,3,3,-8,-8,3,-8,6,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,-8,-8,5,-8,-8,3,7,3,4,4,4,4,3,2,4,1,33,3,12,1991,,2,,,1,2,1,1,8,7,2,1,,2,,1,3,-8,4,0.731374461241087,95,2025,9,624,624-95,14,17,9,3,,2,2,-8,1,1,2,6,2,8,95076
75,1,6,8,2,2,2,5,5,3,1,2,1,4,3,2,-8,1,4,2,4,4,6,2,6,6,6,5,4,5,6,6,4,3,1,4,4,3,3,1,4,2,2,4,4,4,1,3,3,1,3,4,10,4,7,2,2,1,4,1,4,2,1,7,0,-8,-8,-8,-8,-8,1,5,3,3,3,3,3,3,15,-8,1,2,,2,1,1,1,8,3,3,3,3,3,3,3,1,2,2,2,-8,0,-8,-8,6,10,10,-8,8,8,8,6,8,6,8,8,8,8,6,8,6,8,13,3,1,3,3,3,4,3,5,6,1,47,15,10,1978,,2,,,9,,,,5,2,2,2,9,3,,2,2,2,2,0.880217752057391,95,2025,9,625,625-95,6,10,9,4,-8,-8,-8,-8,-8,-8,-8,6,1,8,95075
32,1,4,6,2,2,5,7,7,2,3,3,4,5,2,2,5,2,4,2,3,6,6,6,6,6,2,3,3,6,6,6,3,3,2,4,3,2,3,2,3,3,2,3,3,4,2,4,2,2,3,3,7,8,8,3,1,1,2,1,4,1,1,4,4,5,5,4,6,5,2,4,2,2,2,1,3,3,10,,1,1,,1,1,1,1,6,3,2,3,-8,3,2,3,3,2,2,1,-8,4,1,8,4,7,-8,3,6,2,6,4,6,6,6,6,6,6,6,6,6,6,9,3,3,4,-9,2,2,3,4,3,2,54,8,7,1971,,2,,,1,3,1,3,6,7,2,1,,3,,2,5,7,3,1.26159393779492,95,2025,9,626,626-95,3,6,13,3,5,2,2,1,1,1,1,4,1,4,95032
32,1,4,5,5,1,2,7,7,2,3,4,3,3,2,2,5,3,4,3,4,4,4,6,6,6,3,3,3,6,6,6,4,3,3,4,4,2,3,1,3,1,3,3,3,3,4,3,1,2,3,4,5,5,5,3,1,2,2,1,4,4,1,5,0,5,5,5,5,5,3,2,1,1,1,1,2,3,15,18,1,2,,2,1,1,1,5,3,3,3,2,1,2,3,3,2,1,2,5,2,1,10,10,10,3,5,5,6,5,4,6,6,5,8,5,5,5,5,6,6,1,6,3,4,4,4,4,2,5,1,2,43,30,6,1982,,2,,,1,2,1,1,6,6,2,1,,8,,1,4,9,3,2.07311542139077,95,2025,9,627,627-95,14,3,9,5,4,2,2,1,1,1,1,4,1,4,95032
230,1,13,6,2,2,2,2,2,1,2,1,2,5,3,2,7,1,5,3,6,6,1,3,6,6,6,6,6,1,6,6,4,2,1,4,3,3,3,3,4,-8,1,4,3,3,3,4,4,-8,3,3,10,6,9,2,2,1,2,1,4,2,1,5,1,0,-8,-8,5,-8,3,3,2,2,3,2,3,3,13,,1,2,,3,2,1,1,6,-8,3,3,3,2,1,3,3,2,2,2,-8,2,1,-8,10,10,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,5,3,5,1,4,2,5,4,1,2,52,6,2,1973,,1,5,,1,0,,,8,2,2,1,,7,,3,2,2,3,1.35677295243278,95,2025,9,628,628-95,13,3,1,4,5,2,2,-8,-8,1,1,3,1,20,95230
32,1,4,5,2,1,2,10,4,2,1,4,2,4,2,2,10,2,3,3,4,6,6,6,6,6,4,3,2,6,6,6,3,3,2,4,3,2,3,1,3,2,2,3,3,2,2,2,2,2,4,3,5,10,10,2,2,2,1,1,4,3,1,6,4,5,7,7,5,5,2,4,3,2,3,2,2,3,10,,2,,2,1,1,1,1,5,3,3,3,2,1,3,3,3,2,1,2,4,3,2,6,8,8,4,6,5,5,5,5,5,5,5,5,5,5,6,5,5,5,9,1,3,4,3,4,4,2,4,1,2,48,4,4,1977,,2,,,1,1,1,0,1,5,2,2,8,8,,3,1,7,3,0.841062625196613,95,2025,9,629,629-95,3,14,9,3,5,2,2,2,1,1,1,6,1,4,95032
32,1,4,8,2,2,1,10,6,3,2,4,2,4,1,1,5,4,4,4,3,6,6,6,6,6,3,4,4,6,6,6,3,3,2,4,3,3,2,3,3,2,2,3,3,4,3,3,2,2,2,3,7,6,8,3,2,1,1,1,4,2,1,6,5,5,5,4,6,6,2,5,2,2,2,2,1,3,17,,1,1,,1,1,1,1,6,3,2,2,3,3,1,3,1,2,2,1,5,6,3,5,10,7,5,6,8,3,6,5,5,5,3,5,8,5,6,6,3,3,9,11,3,4,4,4,3,3,5,1,2,29,1,1,1996,,2,,,1,0,,,8,7,2,2,4,1,,1,9,9,3,1.68568863212804,95,2025,9,630,630-95,3,17,14,1,3,1,1,1,1,2,1,8,1,4,95032
8,1,2,10,2,1,2,10,3,2,1,3,1,5,2,2,-8,3,6,3,3,6,6,6,6,6,6,6,6,6,6,6,3,4,3,4,3,4,3,3,3,4,3,3,4,4,4,4,2,3,4,4,10,10,10,3,3,2,1,4,1,-8,2,10,5,-8,-8,-8,-8,-8,3,3,1,2,3,1,2,1,17,,1,3,,2,1,1,1,-8,-8,2,-8,3,3,-8,3,3,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,-8,-8,5,-8,-8,-8,1,13,3,2,1,4,2,1,5,8,2,29,11,12,1995,,1,9,,1,3,1,2,8,1,2,1,,1,,1,5,5,2,0.920061904126141,95,2025,9,631,631-95,10,1,2,5,5,2,2,2,2,1,1,4,1,2,95008
230,1,13,5,2,1,2,1,1,3,-8,3,3,3,3,2,5,2,4,2,4,6,6,4,2,6,4,6,2,4,6,6,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,3,3,3,3,3,5,1,5,2,2,2,1,1,1,2,1,5,0,0,5,5,5,-8,2,5,2,2,3,3,2,3,13,,1,-8,,3,1,1,1,5,3,3,3,3,1,3,3,3,2,1,2,-8,-8,5,-8,7,5,-8,-8,6,6,6,5,-8,5,6,5,5,5,5,5,5,6,9,2,3,4,4,4,4,1,4,8,1,71,1,1,1954,,2,,,1,1,1,1,1,5,2,1,,7,,3,2,3,3,0.4091211855273,95,2025,9,632,632-95,3,1,2,3,5,2,2,1,1,1,2,3,1,20,95230
8,1,2,10,4,4,4,10,6,3,3,3,3,4,2,2,-9,3,3,6,2,6,2,2,6,6,-8,2,3,6,6,6,3,4,1,4,-8,1,3,3,4,3,1,4,3,3,4,-8,1,3,3,-8,0,1,1,2,1,3,1,1,4,1,1,0,5,5,5,0,0,0,3,4,2,2,3,2,2,3,15,15,1,3,,1,1,1,8,3,3,3,1,3,2,3,3,3,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,3,3,3,3,3,3,3,3,5,3,3,5,3,3,1,13,3,4,4,4,4,3,2,9,2,42,10,1,1984,,2,,,1,1,1,0,2,4,2,1,,1,,1,2,3,3,3.39456733418816,95,2025,9,633,633-95,3,4,6,5,-8,-8,-8,-8,-8,-8,-8,4,5,2,95008
230,1,13,6,2,2,2,6,3,1,1,3,3,5,3,2,10,1,5,2,4,2,6,2,6,2,2,3,2,4,6,6,4,3,1,4,4,3,3,3,2,3,1,4,4,2,4,3,1,2,4,3,10,5,10,2,1,2,1,1,2,1,1,6,0,0,6,0,10,0,1,3,3,3,2,2,3,3,24,,1,2,,1,1,1,1,6,3,3,3,3,2,1,3,3,2,2,2,4,7,0,5,10,10,6,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,4,1,3,4,2,4,4,3,4,2,2,53,11,3,1972,,2,,,1,0,,,1,5,2,2,5,1,,1,8,10,2,0.581474122471191,95,2025,9,634,634-95,9,26,17,4,5,2,2,2,2,1,2,4,1,20,95230
8,1,2,10,1,4,1,10,7,4,1,4,1,1,1,1,5,5,2,2,1,6,2,6,6,6,1,3,5,3,6,6,2,4,2,4,3,1,4,1,1,1,1,1,3,3,3,3,1,4,3,3,10,10,10,3,1,-8,1,1,4,1,2,0,10,10,0,0,0,5,1,2,2,1,1,1,1,3,-8,-8,1,1,,1,1,1,1,3,3,3,1,3,3,3,3,3,1,2,1,-8,5,0,10,10,10,5,5,3,3,3,3,3,3,3,3,3,3,9,5,3,3,1,12,3,2,4,4,4,5,4,3,1,29,13,3,1996,,2,,,1,0,,,8,8,2,1,,1,,1,7,7,3,1.04860789037501,95,2025,9,635,635-95,1,3,16,3,1,1,1,1,2,2,1,4,1,2,95008
230,1,13,6,2,2,2,5,-8,2,2,3,2,-8,2,2,6,2,3,6,3,-8,6,6,6,6,6,6,6,5,6,6,2,4,2,-8,-9,4,2,2,-8,4,2,4,2,-8,3,4,2,3,2,4,4,-8,3,3,2,2,3,-8,1,3,2,5,5,0,5,-8,10,-8,3,5,2,2,3,3,2,3,15,15,1,1,,2,1,1,1,6,3,3,3,3,2,1,3,3,2,2,3,-8,2,-8,-8,-8,10,-8,-9,6,-8,6,6,6,6,6,6,6,6,6,6,6,9,3,9,3,2,3,4,4,1,5,8,1,70,5,12,1955,,1,5,,1,8,1,6,1,3,2,1,,7,,3,2,2,3,0.8182423710546,95,2025,9,636,636-95,10,13,26,4,-8,1,2,2,2,1,2,4,1,20,95230
283,2,8,6,2,2,5,8,8,2,2,2,3,3,-8,2,10,1,5,1,4,3,6,4,2,6,4,3,1,6,6,6,3,1,1,4,4,3,3,3,4,4,1,4,4,2,2,4,1,2,3,3,4,4,7,2,2,1,1,2,4,3,1,10,4,1,10,5,10,5,1,5,3,3,3,3,3,3,15,15,1,3,,4,1,1,1,6,3,3,3,2,3,1,3,3,2,2,3,0,8,0,10,10,10,8,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,2,4,4,4,2,3,1,2,78,20,8,1947,,1,5,,1,4,1,0,7,5,2,1,,7,,3,2,2,4,0.338990368459684,95,2025,9,637,637-95,3,1,10,3,5,2,2,1,1,1,2,1,1,13,95283
