ump,zona_u_r,region_3,elec_pres_urna_30,elec_pres_urna_31,elec_pres_urna_32,elec_pres_urna_33,bienestar_2,bienestar_3,percepcion_2,percepcion_3,percepcion_5,percepcion_6,percepcion_38,percepcion_4,eval_gob_1,iden_pol_2,eval_act_pol_1_fh,eval_act_pol_1_ae,eval_act_pol_1_el,eval_act_pol_1_dv,eval_act_pol_1_em,eval_act_pol_1_hb,eval_act_pol_1_ft,eval_act_pol_1_gq,eval_act_pol_1_gw,eval_act_pol_1_hd,eval_act_pol_1_x,eval_act_pol_1_gt,eval_act_pol_1_fa,eval_act_pol_1_hc,eval_act_pol_1_gx,confianza_6_a,confianza_6_b,confianza_6_c,confianza_6_j,confianza_6_d,confianza_6_e,confianza_6_f,confianza_6_n,confianza_6_x,confianza_6_g,confianza_6_h,confianza_6_i,confianza_6_k,confianza_6_s,confianza_6_o,confianza_6_p,confianza_6_r,confianza_6_m,confianza_6_ab,confianza_6_ac,democracia_38,pobreza_63,pobreza_62,religion_14,religion_64,democracia_21,democracia_37_a,democracia_37_b,democracia_37_c,democracia_37_d,pp_congreso_61_b,polarizacion_1_a,polarizacion_1_b,polarizacion_6_a,polarizacion_6_b,polarizacion_6_c,polarizacion_6_d,polarizacion_6_e,confianza_17,interes_pol_1_b,interes_pol_2_a,interes_pol_2_b,interes_pol_2_c,interes_pol_2_d,interes_pol_2_e,interes_pol_2_f,iden_pol_3,iden_pol_3_a,elec_part_37,elec_pres_144_a,elec_pres_144_b2,elec_pres_125,elec_part_4,elec_pres_1_responde,elec_pres_2_responde,elec_pres_148,elec_pres_149_a,elec_pres_149_b,elec_pres_149_c,elec_pres_149_d,elec_pres_149_e,elec_pres_149_f,elec_pres_149_g,elec_pres_149_h,elec_pres_150_a,elec_pres_150_b,elec_pres_150_c,elec_pres_151_a,elec_pres_151_b,elec_pres_151_c,elec_pres_151_d,elec_pres_151_e,elec_pres_151_f,elec_pres_151_g,elec_pres_151_h,elec_pres_152_a,elec_pres_152_b,elec_pres_152_c,elec_pres_152_d,elec_pres_152_e,elec_pres_152_f,elec_pres_153_a,elec_pres_153_b,elec_pres_153_c,elec_pres_153_d,elec_pres_153_e,elec_pres_153_f,elec_pres_153_g,elec_pres_153_h,elec_pres_145_a,elec_pres_145_b,democracia_12,anomia_4_a,bienestar_19_c,bienestar_19_d,bienestar_19_e,rol_gobierno_16,ciudadania_16,ciudadania_34,sexo,edad,nac_dia,nac_mes,nac_ano,info_enc_59_2_otro,info_enc_58,info_enc_30_b,info_enc_30_b_otro,mtf_60_aux,mtf_60,info_enc_50_a_aux,info_enc_50_a,estado_civil_g,educacion_104_a,info_enc_61,info_enc_57,info_hogar_28_c,info_enc_12_c,info_enc_12_c_otro,info_enc_35,info_enc_20_c,info_hogar_3_c,gse,pond,encuesta,encuesta_a,encuesta_m,id_bu_encuesta,id_bu,percepcion_1_a,percepcion_1_b,percepcion_1_c,democracia_20,elec_pres_147,elec_parla_36_a,elec_parla_36_b,elec_parla_36_c,elec_parla_36_d,elec_parla_36_e,elec_parla_36_f,esc_nivel_1_c,info_enc_59_2,estrato,secu
37,1,5,3,1,4,1,2,2,2,3,2,3,4,3,2,4,2,6,2,2,6,6,6,6,6,6,6,3,6,6,6,3,3,3,4,4,3,4,3,4,3,1,4,4,4,4,4,3,2,3,3,5,10,1,2,2,1,1,3,4,4,1,5,5,5,0,0,0,0,3,5,3,3,3,3,3,3,15,15,1,4,,4,1,1,8,3,3,3,1,3,3,3,3,3,1,3,1,4,0,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,9,3,4,1,1,1,3,5,3,2,50,26,7,1975,,2,,,1,3,1,1,1,2,2,2,5,8,,3,1,-8,4,0.842316574459139,95,2025,9,1048,1048-95,3,6,10,4,-9,-8,-8,-8,-8,-8,-8,4,1,6,95037
293,2,14,5,3,1,2,10,6,4,2,4,3,4,2,2,8,2,3,2,3,6,6,6,6,6,6,2,2,6,6,6,3,4,2,3,3,3,3,3,4,3,2,3,3,3,3,3,2,2,3,3,7,5,8,3,2,1,1,1,3,2,1,5,2,1,5,5,3,1,3,4,2,2,3,2,2,3,15,15,1,2,,3,1,1,1,5,3,2,3,2,1,3,3,3,2,1,2,0,5,0,7,8,6,5,1,5,2,6,5,2,5,5,5,5,5,5,5,5,2,5,9,3,3,4,4,4,1,3,1,2,29,1,1,1996,,1,5,,1,1,1,0,8,5,2,1,,1,,1,3,3,3,0.204058048849613,95,2025,9,1049,1049-95,9,3,2,3,5,2,2,1,1,1,1,7,1,23,95293
246,1,13,8,2,1,2,5,5,1,2,3,1,5,3,2,7,1,4,2,5,6,6,6,6,6,6,5,2,6,6,6,4,1,4,3,1,2,4,4,4,3,4,3,3,4,3,3,1,1,3,4,7,10,10,3,2,2,1,1,4,2,2,8,1,5,8,5,5,10,2,3,3,3,2,2,1,3,5,,1,2,,2,1,1,1,8,3,3,3,3,2,3,3,1,2,1,2,-8,5,0,-8,10,5,-8,8,5,8,5,5,8,5,9,5,5,5,5,5,5,8,5,9,3,4,3,4,4,5,4,2,1,32,14,6,1993,,2,,,1,3,1,2,8,3,2,1,,1,,1,9,9,3,0.354961059658958,95,2025,9,1050,1050-95,16,10,2,3,5,2,2,1,1,1,2,3,1,20,95246
37,1,5,8,2,2,1,10,6,4,1,4,2,3,1,3,5,3,5,4,3,4,5,5,6,6,4,4,4,3,6,6,-8,-8,2,4,3,2,3,1,3,3,2,3,4,2,3,2,2,2,3,4,8,10,10,2,1,2,2,1,4,4,1,5,5,5,5,5,5,5,2,4,2,2,3,2,2,3,15,15,1,1,,3,1,8,1,-8,2,3,2,2,3,2,3,2,2,2,1,0,4,0,7,10,7,5,5,8,8,8,4,8,4,8,8,-9,8,6,4,8,8,5,4,3,2,4,4,4,3,2,2,2,52,21,2,1973,,2,,,1,4,1,1,1,7,2,1,,1,,1,9,10,1,1.68463314891828,95,2025,9,1051,1051-95,3,1,26,3,3,2,1,1,2,2,1,6,1,6,95037
94,1,8,9,5,5,5,5,3,1,3,2,3,1,3,2,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,3,3,3,3,4,3,4,4,3,3,3,3,3,3,4,1,1,10,3,1,3,1,1,4,2,-9,5,0,5,5,5,5,5,-9,-9,3,3,3,3,3,3,-9,-9,1,4,,4,1,9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,5,3,1,1,1,1,2,5,1,2,72,1,1,1953,,1,5,,1,1,1,1,7,5,2,2,9,7,,3,7,7,4,0.493794261365091,95,2025,9,1052,1052-95,10,5,9,-9,-9,2,2,2,2,1,2,7,1,12,95094
157,1,13,11,1,5,1,2,10,1,2,1,2,1,2,2,5,1,6,4,6,6,2,6,6,6,6,6,6,6,6,6,3,2,4,1,4,2,1,4,4,4,4,4,4,4,3,4,4,1,3,4,10,10,10,2,-8,3,1,1,1,1,1,0,0,-8,-8,-8,-8,-8,3,5,3,3,3,3,3,3,15,15,1,4,,4,1,1,1,3,3,3,1,3,3,3,3,3,1,2,1,1,2,8,2,1,9,-8,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,5,4,4,4,5,1,6,1,42,10,11,1982,,2,,,1,2,1,1,8,9,2,1,,1,,1,-9,-9,4,0.617427458579861,95,2025,9,1053,1053-95,26,3,12,5,6,2,2,1,2,1,1,3,1,20,95157
156,1,13,5,2,1,2,9,5,2,1,4,2,4,2,2,8,2,3,2,4,1,2,5,2,3,3,3,1,2,3,4,2,2,2,4,3,2,3,2,3,3,1,3,3,2,3,2,1,2,3,3,10,10,10,2,2,2,2,1,3,1,1,5,2,3,8,7,7,5,1,1,1,1,2,2,1,2,18,,1,2,,1,1,1,1,5,3,3,3,2,1,2,2,3,2,1,2,0,0,0,10,10,10,5,5,5,6,4,4,6,6,4,5,5,5,6,5,5,5,9,6,3,4,2,2,3,1,4,4,1,60,16,10,1965,,2,,,1,1,1,0,5,6,2,1,,10,,1,11,11,3,1.07664022954025,95,2025,9,1054,1054-95,6,3,14,2,5,2,2,2,1,1,1,4,1,20,95156
277,2,6,5,2,1,2,5,3,2,3,2,4,4,3,2,5,2,4,2,4,4,6,6,6,6,2,2,2,2,6,6,3,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,3,3,3,5,8,2,2,3,1,2,3,2,2,5,0,0,5,5,5,1,3,4,3,3,3,2,2,3,15,15,1,2,,2,1,1,1,5,3,3,3,2,1,2,3,3,2,1,2,1,2,1,10,7,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,9,3,5,2,2,2,5,4,4,1,48,3,9,1977,,2,,,1,0,,,8,5,2,1,,3,,2,3,3,4,0.874225632357687,95,2025,9,1055,1055-95,2,5,3,4,5,2,2,1,1,1,2,4,1,9,95277
277,2,6,5,2,1,2,7,5,3,2,3,3,3,3,2,5,2,3,2,4,6,6,6,6,6,3,3,2,6,6,6,4,4,2,4,4,1,3,1,4,3,3,4,3,4,4,4,4,3,4,4,6,6,7,2,2,3,1,1,3,2,2,10,0,0,8,6,5,3,3,4,3,2,3,3,3,3,15,15,1,2,,3,1,1,1,5,3,3,3,3,1,2,3,3,2,1,2,0,2,0,6,9,8,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,7,3,4,1,2,1,4,5,6,2,29,1,1,1996,,2,,,1,0,,,8,4,2,2,5,1,,1,3,5,3,0.635249983424809,95,2025,9,1056,1056-95,2,6,3,3,5,2,2,2,1,1,1,6,1,9,95277
154,1,13,6,2,2,2,4,5,3,2,4,3,4,2,2,5,1,4,2,3,6,6,6,6,6,6,3,2,6,6,6,3,3,2,4,4,3,3,2,1,4,2,3,4,3,3,4,1,1,3,2,10,1,1,2,3,3,1,1,1,2,2,0,5,2,3,-8,10,5,3,5,3,3,3,2,3,3,20,,2,,2,4,1,1,1,6,-9,3,3,-9,3,1,-9,2,2,2,2,-9,3,2,-9,3,6,-9,5,8,9,6,6,8,6,8,4,8,6,6,4,6,6,4,9,3,4,3,4,2,5,4,1,1,41,7,2,1984,,2,,,1,0,,,8,4,2,1,,2,,1,1,1,4,0.386463853703691,95,2025,9,1057,1057-95,3,9,10,4,-8,1,1,2,2,1,2,2,1,20,95154
235,1,13,11,5,5,5,1,1,1,3,2,4,4,3,2,-9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,10,1,10,1,3,2,3,2,4,1,2,0,0,5,5,5,5,5,4,5,3,3,3,3,3,3,15,15,2,,2,4,1,1,1,4,3,3,3,1,3,3,3,3,2,2,2,0,0,0,5,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,13,3,5,3,2,3,2,4,1,1,64,17,6,1961,,2,,,1,1,1,0,1,4,2,1,,3,,2,3,3,2,1.50682719707333,95,2025,9,1058,1058-95,3,9,13,4,6,2,2,2,2,2,1,4,1,20,95235
235,1,13,11,5,3,5,8,8,4,1,4,3,2,2,1,7,4,2,4,1,3,6,1,6,6,1,1,6,1,6,6,3,4,3,4,4,2,4,1,3,4,3,2,4,3,3,3,3,3,2,4,5,8,10,3,2,1,1,2,4,2,2,0,8,7,2,2,2,2,2,5,3,3,3,2,2,2,3,,1,-9,,2,4,9,1,-9,3,3,-9,3,3,3,3,3,-9,3,-9,4,3,10,0,0,4,7,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,11,3,2,4,4,4,3,4,1,1,71,20,11,1953,,2,,,1,3,1,2,6,6,2,1,,1,,1,7,7,2,1.38619884037485,95,2025,9,1059,1059-95,3,14,9,3,,-9,-9,-9,-9,-9,-9,3,1,20,95235
166,1,13,11,5,5,5,8,9,3,1,3,2,2,1,1,8,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,1,4,3,4,4,4,4,4,1,3,4,3,3,4,1,3,3,4,8,8,10,2,2,3,1,1,1,1,1,5,5,5,5,5,5,5,3,5,3,3,3,3,3,3,2,,2,,2,3,4,8,8,11,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,9,9,9,6,9,9,9,9,9,9,9,9,9,9,9,5,3,3,4,4,4,4,4,1,1,40,10,10,1985,,2,,,1,0,,,8,5,2,1,,2,,1,4,4,3,0.552365210256392,95,2025,9,1060,1060-95,3,13,9,3,,2,2,2,2,2,2,4,3,20,95166
235,1,13,3,1,2,1,7,6,3,2,3,3,2,1,1,3,4,3,5,3,4,5,3,4,3,3,3,4,4,2,6,3,3,3,3,3,3,2,2,3,2,3,2,3,3,2,3,2,2,2,3,8,7,8,3,2,1,1,1,4,2,1,4,8,8,5,3,6,5,1,1,2,2,3,3,2,3,5,,1,1,,1,1,1,1,3,3,3,1,3,3,3,2,3,1,2,1,1,3,2,10,9,6,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,13,9,2,1,4,4,3,3,3,3,1,55,20,6,1970,,2,,,1,1,1,0,8,4,2,1,,8,,3,2,3,2,1.50682719707333,95,2025,9,1061,1061-95,6,13,3,2,2,1,1,2,2,2,2,8,1,20,95235
207,1,13,3,1,2,1,10,5,4,2,5,3,4,1,1,1,5,3,5,1,5,4,3,2,2,1,1,4,4,2,6,3,4,2,3,2,3,3,3,3,4,2,1,3,2,2,2,2,1,2,4,4,6,3,3,1,1,1,1,4,3,1,1,8,10,0,0,5,0,1,1,1,1,1,1,1,2,25,,1,1,,2,1,1,1,3,3,3,1,3,3,2,3,3,1,2,1,0,4,1,10,10,8,5,10,3,3,3,6,3,3,3,3,3,3,3,3,3,3,8,2,2,1,4,4,4,2,2,2,2,35,26,10,1989,,2,,,1,0,,,1,9,2,1,,1,,1,10,11,1,1.47589443451678,95,2025,9,1062,1062-95,14,13,10,1,1,1,1,2,2,2,2,10,1,20,95207
207,1,13,3,1,2,1,8,4,4,1,5,2,4,1,1,3,5,4,5,1,4,5,1,6,6,1,2,5,3,6,2,3,4,3,4,3,4,4,4,4,3,4,1,3,2,2,2,3,3,3,4,4,5,6,3,1,1,1,3,4,1,1,4,10,10,1,0,6,0,1,2,1,1,1,2,1,3,25,,1,1,,1,1,1,1,3,3,3,1,3,3,3,3,3,1,2,1,0,4,3,10,10,6,6,7,3,3,3,5,3,3,3,3,3,3,6,3,3,3,1,9,3,2,4,4,4,1,4,6,2,51,26,4,1974,,2,,,1,2,1,2,1,7,2,1,,1,,1,11,11,1,0.898155236413471,95,2025,9,1063,1063-95,9,2,16,3,2,1,1,1,1,2,1,9,1,20,95207
215,1,13,3,1,2,1,7,5,3,1,3,1,3,1,2,6,3,3,2,3,2,4,3,6,6,1,4,5,6,6,6,3,2,2,4,3,2,3,2,3,2,3,4,3,3,3,3,2,3,4,4,7,7,5,2,2,3,1,1,2,2,1,6,4,6,5,1,5,6,3,3,2,2,2,1,3,3,15,15,1,2,,2,1,1,1,3,3,3,2,3,2,2,3,2,1,2,1,7,5,1,10,10,7,6,5,5,3,6,4,3,3,3,5,4,5,5,5,3,3,1,9,3,4,3,3,4,3,4,1,2,32,22,6,1993,,2,,,1,2,1,1,2,6,2,1,,8,,3,7,7,3,0.625423350797006,95,2025,9,1064,1064-95,3,7,9,4,2,1,1,1,1,1,1,4,1,20,95215
178,1,13,3,1,2,1,8,4,3,2,4,3,2,1,1,3,4,3,4,1,3,3,3,6,6,1,2,4,3,6,6,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4,5,3,1,1,1,1,4,1,1,2,6,6,1,1,5,5,3,3,3,2,2,3,2,2,15,15,2,,1,3,1,1,1,3,2,3,1,3,3,3,2,3,1,2,1,1,5,1,10,10,6,6,6,3,3,3,9,3,3,3,9,7,9,3,3,3,3,6,1,3,3,4,4,4,3,4,1,2,18,27,4,2007,,2,,,1,0,,,8,7,1,2,10,4,,3,-9,-9,1,0.961133368313911,95,2025,9,1065,1065-95,3,9,10,2,3,1,1,1,2,2,1,4,1,20,95178
214,1,13,8,2,1,2,9,5,1,1,3,3,5,2,2,10,1,4,1,4,2,1,3,1,6,4,5,1,3,6,6,2,2,1,3,3,3,3,2,4,2,3,4,3,2,3,3,1,1,3,3,10,7,10,2,2,2,2,1,4,1,2,10,0,0,5,5,5,10,2,2,2,2,2,2,2,3,15,15,1,2,,2,1,1,1,8,3,3,3,2,2,2,3,1,2,1,2,0,0,0,10,10,10,7,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,4,1,4,4,4,4,2,4,2,1,48,1,1,1977,,2,,,1,2,1,2,8,5,2,1,,1,,1,5,6,3,0.720143465655535,95,2025,9,1066,1066-95,3,10,6,3,5,2,2,2,1,1,2,4,1,20,95214
148,1,13,2,1,2,1,5,4,2,2,2,3,5,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,7,7,6,2,2,1,2,2,2,2,1,5,5,5,5,5,5,5,3,2,3,3,3,3,3,3,15,15,9,,-9,4,2,8,8,2,-9,2,-9,3,-9,-9,-9,-9,3,3,3,5,4,0,10,10,10,7,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,4,4,4,4,3,4,1,1,49,26,2,1976,,2,,,1,0,,,-9,5,2,1,,3,,2,1,1,3,0.978969474389618,95,2025,9,1067,1067-95,6,11,14,4,2,-9,-9,-9,-9,-9,-9,4,1,20,95148
148,1,13,5,2,1,2,9,6,3,1,4,2,3,2,1,-8,4,3,3,6,6,6,6,6,6,6,6,3,6,6,6,3,3,1,4,3,4,1,3,3,4,1,1,4,3,3,3,1,3,1,4,8,9,10,2,1,2,1,1,1,3,1,5,10,7,6,6,6,3,1,5,3,2,3,3,3,3,5,,1,1,,3,1,1,1,5,3,3,2,3,1,3,3,3,2,1,2,0,0,10,10,10,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,7,3,4,4,4,4,1,2,6,2,66,11,6,1959,,2,,,1,2,1,0,1,5,2,1,,8,,3,2,4,4,2.22645976119849,95,2025,9,1068,1068-95,10,1,7,3,2,2,2,1,1,1,2,3,1,20,95148
51,1,5,5,2,1,2,10,5,2,2,4,3,4,3,2,10,1,4,1,5,2,2,4,3,6,5,2,1,3,6,6,2,2,1,4,4,3,3,3,4,2,1,4,3,2,2,4,2,3,4,3,10,5,10,2,2,1,1,1,4,2,2,10,1,0,10,10,8,3,2,2,1,1,3,1,1,3,15,15,1,2,,1,1,1,1,5,3,3,3,2,1,3,3,3,2,1,2,0,2,0,10,10,7,5,4,5,5,5,4,5,4,5,5,5,5,5,4,5,5,9,5,3,2,3,3,4,3,3,3,2,52,9,9,1973,,2,,,1,1,1,0,5,5,2,1,,1,,1,4,4,3,0.668653313796761,95,2025,9,1069,1069-95,3,5,14,5,5,2,2,2,2,1,2,4,1,6,95051
51,1,5,9,3,3,3,7,6,3,3,4,2,3,2,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,2,3,3,3,2,3,3,3,3,2,4,5,5,5,2,2,1,1,1,4,4,2,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,15,15,2,,5,4,4,8,8,11,3,3,3,3,3,3,3,3,3,3,3,5,5,1,8,10,9,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,1,2,3,4,4,4,3,4,1,1,25,15,5,2000,,2,,,1,0,,,8,5,2,1,,1,,1,4,4,3,0.509125491932259,95,2025,9,1070,1070-95,11,3,5,3,,2,2,2,2,2,2,4,1,6,95051
235,1,13,8,1,2,1,5,4,2,3,3,4,4,2,2,6,4,4,4,3,3,4,3,6,6,3,2,4,3,6,6,3,2,2,4,3,2,3,1,4,2,2,2,3,3,2,2,2,2,2,3,4,6,7,2,2,1,1,1,3,1,1,5,5,5,0,5,5,0,1,4,2,2,3,2,3,3,5,,1,1,,1,1,1,1,6,3,3,2,3,3,1,2,3,2,2,1,1,1,6,5,3,6,6,1,5,3,3,5,3,5,6,5,3,5,6,5,3,3,5,9,3,4,4,4,4,2,4,3,2,60,8,5,1965,,2,,,1,2,1,2,1,5,2,2,9,8,,3,3,5,2,1.24265440870764,95,2025,9,1071,1071-95,16,3,9,3,3,1,1,1,1,2,1,4,1,20,95235
235,1,13,10,4,4,4,6,4,2,1,3,4,3,3,2,5,2,6,5,4,3,4,4,3,6,5,4,2,6,3,6,4,4,4,4,4,4,3,3,3,3,4,3,4,3,-8,3,4,4,4,4,3,6,5,3,2,2,2,2,3,2,1,5,2,4,5,7,6,3,2,4,2,3,2,3,3,3,15,15,1,2,,4,1,1,1,5,3,3,3,1,1,2,3,3,2,2,2,3,2,2,7,6,6,7,3,6,6,6,4,6,6,5,4,6,5,4,6,4,6,13,5,3,2,1,4,3,5,4,5,1,65,13,2,1960,,2,,,1,0,,,8,7,2,1,,6,,3,3,5,3,0.693099420187426,95,2025,9,1072,1072-95,16,4,5,4,5,2,2,1,1,1,2,2,1,20,95235
138,1,13,6,2,2,2,6,5,2,2,3,3,3,2,2,-8,3,4,3,3,4,6,-8,6,6,6,2,4,3,6,6,1,3,1,3,3,3,3,2,3,3,1,3,3,3,2,1,1,3,3,3,7,10,10,2,2,2,2,2,2,2,2,4,3,4,4,0,4,0,1,3,2,2,3,3,2,3,15,15,2,,1,1,1,1,1,6,3,3,3,3,3,1,3,3,2,2,2,4,2,3,8,1,1,3,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,5,3,3,1,4,4,2,5,3,2,43,4,8,1983,,2,,,1,1,1,0,8,5,2,1,,1,,1,4,4,2,0.604476157229643,95,2025,9,1073,1073-95,3,9,10,2,6,2,2,2,1,1,1,6,2,20,95138
138,1,13,3,1,3,1,7,8,4,2,3,3,3,1,2,1,3,2,3,2,4,6,2,1,6,1,2,4,3,2,6,4,3,4,3,3,3,4,3,3,2,3,3,3,3,2,4,3,3,2,4,4,4,5,2,1,1,2,1,4,3,1,1,6,7,4,1,3,1,3,1,3,1,3,2,2,2,3,,1,1,,2,1,1,1,3,3,3,1,3,3,3,3,3,1,3,1,1,6,1,10,10,10,9,10,3,3,3,6,3,3,3,3,3,3,3,3,3,3,1,9,1,1,4,4,4,2,3,6,1,65,5,6,1960,,2,,,1,0,,,8,4,2,1,,3,,2,1,6,3,1.5529165347479,95,2025,9,1074,1074-95,2,13,16,3,1,1,2,2,2,2,2,6,1,20,95138
138,1,13,5,2,1,2,4,3,1,-8,3,4,4,3,2,-8,2,4,2,3,6,6,3,6,6,6,2,2,6,6,6,4,4,2,4,4,-8,2,2,4,-8,4,4,4,4,4,4,2,4,4,4,10,1,1,1,2,-8,4,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,3,3,3,3,3,3,15,15,2,,2,4,1,1,1,5,3,3,3,2,2,1,3,3,2,1,2,-8,-8,0,10,10,10,-8,-8,9,-8,5,5,-8,5,9,5,5,9,5,5,9,-8,5,13,3,4,1,1,2,5,5,2,2,42,1,7,1980,,2,,,1,2,1,2,8,5,2,1,,7,,3,2,2,3,1.81342847168893,95,2025,9,1075,1075-95,3,14,9,3,-8,-8,-8,-8,-8,-8,-8,4,1,20,95138
138,1,13,1,3,3,3,10,6,3,1,3,3,2,1,2,5,3,3,3,1,1,4,1,6,6,1,2,3,1,6,6,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,2,4,4,3,6,10,3,1,1,1,1,4,1,2,0,4,3,0,0,3,0,3,2,3,1,2,1,1,3,15,15,1,4,,4,1,1,1,1,1,3,3,3,3,3,3,3,1,2,1,0,3,2,10,10,8,8,5,8,1,1,4,3,1,1,3,3,3,9,1,1,9,2,8,2,3,4,4,4,3,3,3,1,28,4,10,1997,,2,,,1,0,,,8,5,1,2,9,1,,1,4,7,2,1.12036393262382,95,2025,9,1076,1076-95,8,13,10,3,6,2,2,2,2,2,1,5,1,20,95138
138,1,13,6,2,2,2,8,6,3,2,4,1,3,3,1,-8,4,4,3,3,6,6,3,6,6,2,4,3,4,6,6,3,3,2,3,3,3,3,3,3,2,2,2,3,2,2,2,1,2,3,3,5,6,7,2,2,2,1,1,2,2,2,5,5,5,5,5,5,5,1,3,3,2,3,2,2,3,15,15,1,1,,3,1,1,8,6,3,2,3,3,3,1,3,2,2,2,2,-8,4,3,-8,7,6,-8,6,4,6,6,5,2,5,6,6,6,6,6,6,6,6,6,2,2,2,4,4,4,1,2,3,1,33,22,4,1992,,2,,,1,1,1,1,8,6,2,1,,1,,1,9,9,1,0.689575547572872,95,2025,9,1077,1077-95,3,17,13,1,5,2,1,1,1,1,1,8,1,20,95138
139,1,13,5,1,2,1,1,5,3,-8,3,4,4,2,1,10,4,4,6,5,2,6,4,4,4,4,2,2,3,6,4,1,-8,3,4,4,2,1,1,-8,2,1,3,1,4,1,3,1,1,1,3,10,10,10,1,3,1,2,1,4,4,1,5,5,5,5,5,5,0,4,5,3,3,3,3,3,3,15,15,2,,1,1,1,1,8,-8,2,2,3,1,2,3,3,1,3,3,2,-8,5,0,10,10,5,-8,10,6,8,7,6,7,7,5,6,5,5,-8,1,-8,7,5,6,3,4,4,4,4,5,5,3,2,84,25,10,1940,,2,,,1,2,1,2,7,5,2,1,,7,,3,2,2,3,0.899946291379781,95,2025,9,1078,1078-95,9,1,3,3,5,1,1,2,1,1,1,1,1,20,95139
139,1,13,5,2,1,2,6,5,3,1,3,1,4,2,2,6,2,3,2,4,2,4,4,-8,6,2,2,2,4,6,-8,3,4,1,4,3,-8,2,2,4,-8,3,4,3,3,3,4,2,2,2,4,0,1,1,2,3,1,1,1,4,2,1,7,0,-8,8,4,5,3,1,2,3,1,3,2,2,3,18,,1,2,,2,1,1,1,5,3,3,3,3,1,2,3,3,2,1,2,4,5,4,10,8,7,-8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,1,5,3,3,4,1,2,4,4,3,2,69,5,11,1955,,2,,,1,3,1,2,1,5,2,2,4,7,,3,3,4,3,1.79989258275956,95,2025,9,1079,1079-95,3,16,14,3,5,2,2,1,1,1,2,3,1,20,95139
139,1,13,5,1,1,2,4,6,3,3,2,4,4,3,3,10,3,4,2,4,4,3,3,6,6,2,2,4,4,6,6,1,1,1,4,3,-8,4,4,-8,4,1,1,1,1,2,4,1,2,1,4,10,10,7,3,1,1,1,1,1,1,1,10,0,10,10,10,10,0,1,5,1,3,3,3,3,3,15,18,1,2,,1,1,1,1,5,3,3,2,2,1,2,3,3,2,1,2,-8,-8,0,-8,10,10,-8,-8,6,9,-8,6,6,3,3,3,5,5,9,5,5,5,9,8,2,4,4,4,4,1,3,5,1,89,10,10,1946,,2,,,1,3,1,1,5,5,2,1,,7,,3,2,2,3,1.8712925200022,95,2025,9,1080,1080-95,3,9,11,3,5,1,1,1,1,1,1,2,1,20,95139
139,1,13,6,2,2,1,5,4,2,2,2,3,4,2,2,-8,2,4,3,1,2,3,2,3,-8,1,1,3,2,6,6,4,4,1,3,3,2,3,2,4,4,2,4,3,3,3,3,2,3,3,3,0,1,1,3,2,1,1,2,4,2,1,5,5,3,0,3,5,4,2,3,2,3,3,2,2,3,15,15,1,1,,2,1,1,1,6,3,3,2,3,3,1,3,3,2,2,1,3,5,3,5,9,6,4,5,6,3,6,6,3,6,6,6,6,6,6,6,6,6,8,6,3,3,4,4,4,3,2,2,2,51,12,7,1974,,2,,,1,2,1,2,8,4,2,1,,3,,3,4,4,3,0.886541049813689,95,2025,9,1081,1081-95,3,10,6,3,3,2,2,1,1,1,2,4,1,20,95139
